store_name,hp_url,tel_num,area
濃々園,,0175-42-5136,青森県むつ市川内町湯野川68
ブナの里白神館,http://www.kumagera.net/facillties/shirakami.html,0172-85-3011,青森県中津軽郡西目屋村田代神田60-1
つがる市森田ふれあい交流の里「おらほの湯」,http://www.city.tsugaru.aomori.jp/sisetu/00024.html,0173-26-3394,青森県つがる市森田町森田月見野290-1
縄文人の宿,,0172-83-2123,青森県弘前市常盤野湯の沢14
綿帽子温泉館あずみの湯,http://www.hachimantai-ss.co.jp/event/azuminoyu.pdf,0195-72-6811,岩手県八幡平市細野436-9
緑地域休養施設 緑の湯,http://www.papasland-satturu.com/hot_spring/,0152-27-5511,北海道斜里郡清里町緑町26
ゆーゆーらんど大津湯,http://www.shigalife.or.jp/cgi-bin/index.cgi?1342,077-523-1158 ,滋賀県大津市大門通16-55 
朝日湯（閉館しました）,,14：30～20：15,京都府京都市伏見区深草七瀬川町894
能勢温泉,http://noseonsen.jp/,072-734-0041,大阪府豊能郡能勢町山辺409-81　
源湯,,075-461-2322,京都府京都市上京区御前通西裏上の下立売上ル北町580-6
長島温泉,,06-6334-9396,大阪府豊中市豊南町南2-2-3
引江湯,,06-6322-6286,大阪府大阪市東淀川区西淡路4-20-18
稲荷湯,http://www.e-sento.net/inari/,06-6571-1719,大阪府大阪市港区八幡屋3-12-21
すがや温泉,,0776-25-0265,福井県福井市菅谷2-10-12
高見湯,http://www.shigalife.or.jp/cgi-bin/index.cgi?1345,077-523-2471,滋賀県大津市中央4-11-4
千鳥湯,http://www.1010fukui.jp/se-tidoriyu.html,0770-22-1274,福井県敦賀市川崎町2-18
しまなみ天然温泉　キスケのゆ今治駅前店,http://www.kisuke.com/yu-imabari/,0898-22-0026,愛媛県今治市中日吉町1-2-30
天然豊浦温泉 しおさい,http://shiosai-spa.com/,0142-83-1126,北海道虻田郡豊浦町浜町地先海浜地
月形温泉ホテル ゆりかご,http://www.town.tsukigata.hokkaido.jp/3178.htm,0126-53-2001,北海道樺戸郡月形町81番地10
樹海温泉 はくあ,http://www.town.mukawa.lg.jp/2649.htm,0145-45-2003,北海道勇払郡むかわ町稲里417-1
永平寺温泉「禅の里」,http://www.eiheiji.jp/webapps/www/event/detail.jsp?id=498,0776-64-3510,福井県永平寺町清水2-16-1
新寿温泉,http://michiken.web.fc2.com/sinkotobukionsenhirakata.html,072-847-2793,大阪府枚方市須山町32-6
草津湯,,0766-23-4190,富山県高岡市五福町11-1
宮の湯（閉館しました）,,,大阪府大阪市生野区小路東6-14-15
能美海上ロッジ,http://www.noumi-lodge.com/,0823-45-2335,広島県江田島市能美町中町1265
有田温泉,http://www.arita-onsen.com/,0955-42-6988,佐賀県西松浦郡有田町南原甲902
今津温泉,http://hyouyok268.sakura.ne.jp/c_hansin.html,0798-22-2954,兵庫県西宮市今津社前町2-8
林寺温泉,,,大阪府大阪市生野区林寺2-4-20 
カルルの湯,,0120-261-263,大阪府岸和田市宮本町2-14
むらさき湯,https://ja-jp.facebook.com/murasakiyu1126,075-431-6558,京都府京都市北区紫野東御所田町15
鬼岩湯元館,http://oniiwa-yumoto.com/,0120-515137,岐阜県瑞浪市日吉町9499-13
御座之湯,,0279-88-9000,群馬県吾妻郡草津町大字草津421
天然温泉 旭の湯,http://azumakenkoucenter.web.fc2.com/ASAHI/ASAHITOP.html,0479-62-1126,千葉県旭市東足洗字浜方2778番地4
新町湯,,06-6903-8614,大阪府守口市大久保町5-10-10 
深井中央温泉,,072-278-0556,大阪府堺市中区深井北町757-4
ヘルシーパルあだたら,http://www.uyou.gr.jp/healthy_pal/,0243-24-2234,福島県二本松市岳温泉1-274-3
湯野上温泉 いなりや,http://minsyuku-inariya.com/,0241-68-2328,福島県南会津郡下郷町湯野上字沼袋乙853
ひかりランド南星の湯（旧アンデルセン南星の湯）,http://www.furoya.or.jp/guide/detail.php?id=67,0766-24-5563,富山県高岡市木津南星町728-3
別府湯,,0766-22-8055,富山県高岡市関町9
仙遊 島乃湯,http://www.kanko-koriyama.gr.jp/tourism/detail9-0-223.html,024-931-4126,福島県郡山市島2-7-17
さわやかハートピア明礬,http://www.sawayaka-hotel.jp,0977-66-1321,大分県別府市大字鶴見1190-1
金屋温泉,http://www.usa-kanko.jp/spots/detail/186,0978-38-6222 ? ,大分県宇佐市大字金屋字笹川1781-3  
敦賀温泉,,0770-22-2368,福井県敦賀市津内町1-14-15
いむた温泉下之湯,,0996-56-0402,鹿児島県薩摩川内市 祁答院町いむた２６５２－２
井筒温泉,,0596-78-7863,三重県伊勢市曽祢1-10-11
聖石温泉　恵の湯,,0247-84-2430,福島県田村市船引町大倉字聖石215
郡山三穂田温泉,http://www.mihota.jp/,024-954-2626,福島県郡山市駒屋字四十坦原16
三宝バスセンター,,072-233-1227,大阪府堺市堺区海山町5-177
歌舞伎温泉,,06-6731-2116,大阪府大阪市生野区舎利寺2-4-19
千福温泉,,06-6781-1436,大阪府東大阪市菱屋西6‐6‐22
昭和湯,,0773-62-4341,京都府舞鶴市倉梯町11-2
クラブ温泉,http://osaka268.visithp.com/kita/furoya/4/4.html,06-6371-7277,大阪府大阪市北区浪花町2-5
小浜温泉 雲仙荘（うんぜんそう）,http://www.unzenso.com/,0957-76-0550,長崎県雲仙市小浜町南本町145-2
コトブキ湯1010,,0596-28-8334,三重県伊勢市曽祢2丁目10-12
足湯 下地獄源泉,,,宮城県大崎市鳴子温泉字新屋敷
極楽湯 札幌美しが丘店（閉館しました）,,011-887-4126,北海道札幌市清田区美しが丘1条7丁目6-10
天六温泉,http://www.e-sento.net/ten6/,06-6353-0888,大阪府大阪市北区長柄西1-1-19
日ノ出湯,,0773-75-0366,京都府舞鶴市字東吉原297 
初音湯（閉館しました）,,,大阪府大阪市生野区新今里3-18-8
生野温泉,,06-6717-5907,大阪府大阪市生野区勝山南1-21-12
出世湯（生野西）,,06-6715-0326,大阪府大阪市生野区生野西1-2-2
加賀温泉,,06-6754-2172,大阪府大阪市生野区巽西4-3-37
福徳温泉,http://www.e-sento.net/hukutoku/index.html,06-6758-3471,大阪府大阪市生野区巽南2-8-2
静明館,,0172-83-2150,青森県弘前市常盤野湯段萢28-1
亀川筋湯温泉,http://onsendo.beppu-navi.jp/130.html,0977-66-0448,大分県別府市亀川中央町4-16
あすか旅館,,0229-87-2131,宮城県大崎市鳴子温泉字星沼68-1
相生湯,,075-431-5057,京都府京都市上京区浄福寺通上長者町下ル長谷町195
スパ＆リゾート 犬吠埼 太陽の里,http://www.inubou.jp/,0479-25-6000,千葉県銚子市犬吠崎10292-1
ホテルフジヨシ,http://www.hotelfujiyoshi.jp/,0977-23-3384（予約専用：0120-807-016）,大分県別府市野口元町1-3
白浜温泉（しらはまおんせん）,http://hyougo1010.blog.jp/archives/16244341.html,079-245-0375,兵庫県姫路市白浜町甲840-10
京乃湯,,,京都府京都市右京区梅津南上田町47の1
市比野温泉 割烹旅館 みどり屋,,0996-38-0002,鹿児島県薩摩川内市樋脇町市比野2582
日の出湯,http://www.eonet.ne.jp/~hinodeyu/,075-691-1464,京都府　京都市南区西九条唐橋町26の6
花の湯（上木下町）,,075-431-3757,京都府京都市上京区衣棚通寺之内上ル上木下町66
よじむ湯,,0749-62-1869,滋賀県長浜市高田町2-2
いなり鉱泉,http://ww2.ctt.ne.jp/~inari888/,076-432-0185,富山県富山市稲荷元町3-11-36
山田温泉,,0173-22-6666,青森県北津軽郡鶴田町大字鶴田字小泉460-6
みちのく深沢温泉,,017-738-1464,青森県青森市大字駒込字深沢650
餅ヶ浜温泉,,,大分県別府市若草町3-21
人吉温泉 相良路の湯 おおが,http://onsen.ohga-hitoyoshi.com/,0966-22-3600,熊本県人吉市灰久保町21番地
山の手使い湯,,,長野県松本市浅間温泉3-31-12
パレス温泉,,072-984-3739,大阪府東大阪市豊浦町1‐11
若葉湯,,075-491-0336,京都府京都市北区小山北大野町56
大福湯,,06-6461-2867,大阪府大阪市此花区西九条1-14-8
上北さくら温泉,http://www.sakuraonsen.com/,0176-56-3900,青森県 上北郡東北町上北南4-32-487
白山湯 六条店,http://www.eonet.ne.jp/~hakusanyu/6top.htm,075-351-2733,京都府京都市下京区新町通六条下る艮町893
別府湯,,075-691-5616,京都府京都市南区東九条石田町25の1
扇湯,http://esento.web.fc2.com/ougiyu/,06-6681-0477,大阪府大阪市住之江区西加賀屋2-12-7
角間温泉 滝の湯,,,長野県　下高井郡山ノ内町佐野
四貫島温泉,,06-6461-8178,大阪府大阪市此花区四貫島2-27-9
石見湯,,06-6462-8143,大阪府大阪市此花区四貫島2-6-2
楽々湯,,06-6717-8090,大阪府大阪市生野区桃谷5-10-34
祥楽の湯一宮店（しょうらくのゆ）,http://www.yu-iwashita.jp/ichinomiya/,0586-64-9261,愛知県一宮市大和町毛受字一本松31
砂原温泉,,,大分県別府市北中7組
六条温泉 喜多の湯,http://www.super-sentou.com/rokujou/,058-274-1126,岐阜県 岐阜市六条江東3-3-18
玉川宝湯,,072-961-0026,大阪府東大阪市岩田町1‐2‐10
湯泉荘(ゆせんそう）,http://www.ark-business.com/yusensou/index.htm,029-259-2020,茨城県水戸市三湯町1105
鞆シーサイドホテル,http://www.tomonoura.co.jp/tomo/,084-983-5111,広島県福山市鞆町鞆555
船戸湯,,075-661-5420,京都府京都市南区吉祥院里ノ内町76 
ゆずりは飲泉所,,,群馬県吾妻郡中之条町四万
梅月温泉,,072-882-1432,大阪府門真市千石東町38-27
ホテル雄飛,http://www.hotel-yuuhi.com/,0977-22-3274,大分県別府市北浜2-13-11
ジョイフル銭湯にしき,,072-872-0459,大阪府 東大阪市加納8‐6‐11
星野リゾート　青森屋,http://noresoreaomoriya.jp/,,青森県三沢市古間木山56
湯処 ほのか,http://www.yudokoro-honoka.jp/kitahiro/,011-374-2615,北海道　北広島市虹ヶ丘1丁目8番地6
大久保湯,,0774-41-6541,京都府宇治市広野町西裏107
三協立山アルミ株式会社高岡保養所まんよう荘,,0766-20-2487,富山県高岡市長江440
新町温泉,http://osaka268.com/osakasentou/%E6%96%B0%E7%94%BA%E6%B8%A9%E6%B3%89%EF%BC%88%E5%AF%9D%E5%B1%8B%E5%B7%9D%E5%B8%82%EF%BC%89/,072-821-6976,大阪府寝屋川市萱島東2-2-10
稚内天然温泉 港のゆ,http://www.wakkanai-fukukou.com/tenant/onsen/minatonoyu.html,0162-22-1100,北海道　稚内市港1-6-28　副港市場２F 温泉棟
地蔵の湯 東葉館,http://www.toyokan-jizo.com/,0284-62-0136,栃木県足利市葉鹿町1981
野天風呂 宝の湯,http://www.takaranoyu.com/,0738-32-2611,和歌山県御坊市湯川町財部1118-1
宮下温泉 ふるさと荘,,0241-52-2049,福島県大沼郡三島町名入上赤谷2437
湯あそびひろば 大港湯,,06-6553-2488,大阪府大阪市大正区鶴町3-15-3
ニューサンピア敦賀,http://newsunpia-tsuruga.co.jp/,0770-24-2111,福井県敦賀市呉羽町2番地
栄湯,http://www.osaka268.com/public_bath/c_fukushima/,06-6461-0063,大阪府大阪市福島区野田3-15-16
庄内の里 庄内温泉,http://www.kankokuen.co.jp/new/shounaispa.php,097-586-2226,大分県由布市庄内町東長宝165-1
入来温泉 柴垣湯,,0996-44-2888,鹿児島県薩摩川内市入来町副田6208
富士の湯,http://fujinoyu.jp,0242-32-1126,福島県会津若松市駅前町2-13
虫歌の湯,http://www.mushiuta.com,026-290-6426,長野県長野市松代町東条2832
湯けむりの里 東屋,http://www.gloria-g.com/azumaya/index.html,0977-27-7547,大分県別府市鉄輪上1029-1
花園温泉,,0729-64-4696,大阪府東大阪市吉田5‐7‐6
太平湯（閉館しました）,,15：30～23：00,京都府宇治市五ヶ庄新開11 -19
湯ーとぴあダイゴ,http://yutopia-daigo.jp/,075-574-1126,京都府京都市伏見区石田大受町31-4
茨城 千代田ラドン温泉センター,http://hw001.wh.qit.ne.jp/neoto/index.html,0299-59-1888,茨城県かすみがうら市上稲吉1884
雲海 薬師温泉,http://onsen.aso.ne.jp/report/0601_yakushi/index.html,0967-32-0116,熊本県阿蘇市内牧39 
ルートイングランティア若宮,http://www.hotel-grantia.co.jp/wakamiya/,0949-54-0305,福岡県宮若市脇田778-1
朝日湯,,025-244-7445,新潟県新潟市中央区春日町10-18
稲荷湯,http://www.1010.or.jp/map/item/item-cnt-54,03-3294-0670,東京都千代田区内神田1-7-3
湯西川温泉 薬研の湯,,,栃木県日光市湯西川822
松戸ヘルスランド,http://ameblo.jp/minamoto-yu/entry-10856461996.html,047-366-2467,千葉県松戸市松戸新田580-1
桜温泉 さくらさくら,http://sakura-goss.golf-hp.com/,018-835-4126,秋田県秋田市桜2-92-1
若がえりの湯（天龍峡温泉交流館）,http://www.tenryukyou.com/,0265-27-4011,長野県飯田市川路4992-1
熱海温泉 水口第二共同浴場,,,静岡県熱海市水口町6-3
藤井寺温泉,,072-954-4065,大阪府藤井寺市藤井寺1-2-20
堤温泉,,0966-22-3207,熊本県人吉市土手町40
湊湯,http://www.minatoyu.jp/,03-3551-0667,東京都中央区湊1-6-2
湯処じんのび,http://www.adachi1010.tokyo/member/jinnobi/,03-3890-8417,東京都足立区西新井6-43-4
オーロラファームビレッジ,,015-488-4588,北海道川上郡標茶町字栄219-1
あさひ荘,http://asahionsen.net/selected/,0855-45-0321,島根県浜田市旭町木田954-3
小野川温泉 扇屋旅館,http://www5.omn.ne.jp/~ogiya_26/,0238-32-2521,山形県米沢市小野川温泉2432
スーパー銭湯　松崎湯ったり苑,http://www.yuttarien.com/matsuzaki/index.htm,025-279-2683,新潟県新潟市東区新松崎3-24-13
軍人湯,,075-641-6028,京都府京都市伏見区深草極楽町775
天然温泉 ゆのそ 献上の湯,http://www.crossroadfukuoka.jp/jp/event/?mode=detail&id=400000005750&isSpot=1,0942-22-2681,福岡県久留米市上津町向野2228-1668
竹乃湯温泉,http://www.takenoyuonsen.com/,0794-82-3205,兵庫県三木市本町2-17-43
華の番台,http://www.hananobandai.com/,0968-44-0887,熊本県山鹿市平山陣ノ内4998
ひばの湯ぽぷら,,0175-62-2945,青森県上北郡東北町往来ノ下31-3
宝温泉（閉館）,,087－821－9350,香川県高松市錦町2－8－11
むつグランドホテル 斗南温泉 美人の湯,http://www.mghotel.jp/,0175-22-2331,青森県むつ市田名部下道4
スーパー銭湯 コール宇都宮の湯,http://www.super-sento.com/1utsunomiya/1index.htm,028-639-1000,栃木県宇都宮市西原町3544-1
アクアリゾート岐阜 ふじの湯,http://gifu-fujinoyu.jp/index.php,058-297-4126,岐阜県岐阜市正木1235
なごみ温泉 やすらぎの湯,http://www.nagomionsen.com/,0964-47-5533,熊本県宇城市小川町北新田字小鶴5-1
南的ヶ浜温泉,,,大分県別府市南的ヶ浜町4-8
公立学校共済組合別府保養所 豊泉荘,http://www.housensou.jp/,0977-23-4281,大分県別府市青山町5-73
倉渕福祉センターせせらぎの湯,http://takasaki-shakyo.or.jp/src/jigyo/seseraginoyu.htm,027-378-3440,群馬県高崎市倉渕町岩永19-1
万座温泉 松屋ホテル,http://www.burari.biz/yado/363matuya/,0279-97-3151,群馬県吾妻郡嬬恋村万座温泉
白川温泉 華匠庵（旧　御宿しらかわ）,http://www.hanamidori.net/hanashoan/,0967-25-8736,熊本県阿蘇郡南小国町満願寺5704-1
麻績村福祉センター みたらし温泉,http://omigoto.vill.omi.nagano.jp/tour/detail.asp?id=256,0263-67-3212,長野県東筑摩郡麻積村宮本4335
東山ハイマートホテル,http://www.aizu-higashiyama.com/inn/inn_detail/heimat.html,0242-27-6155,福島県会津若松市東山町大字湯本字滝ノ湯109
肘折温泉 石抱温泉,,,山形県最上郡大蔵村南山926
ホテルカジュアルユーロ 日光温泉 ほの香,http://www.nikko-casual.jp/,0288-53-0500,栃木県日光市所野1550-38
シーボルトの足湯,,,佐賀県嬉野市嬉野町下宿乙882-1
西の湯温泉,http://www.nishinoya.co.jp/onsen/index_html,0868-74-1126,岡山県美作市尾谷2449-4
御所温泉 相馬やすらぎ館(旧:御所温泉),http://www.city.hirosaki.aomori.jp/gaiyou/shisetsu/soumatyousya.html,0172-84-2114,青森県弘前市五所野沢41-1
大河内温泉いのゆ,http://inoyu.ftw.jp/,0837-76-0026,山口県下関市豊浦町大字宇賀宇井の原5287-1
温泉健康館穂高ヘルスハウス（閉館しました）,,,長野県安曇野市穂高有明7720-3
後楽温泉 ほのかの湯（こうらくおんせん）,http://www.honokanoyu.jp/,086-236-1126,岡山県岡山市北区奥田南町6-27
天然温泉 弥生湯 西院,http://yayoiyusaiin.web.fc2.com/,075-311-1126,京都府京都市中京区壬生西土居ノ内町25
大磯温泉（大磯プリンスホテル）,http://www.princehotels.co.jp/oiso/,0463-61-1111,神奈川県中郡大磯町国府本郷546　
佐用スターリゾート 佐用の湯,http://ss-resort.co.jp/spa/spa.html,0790-82-3426,兵庫県作用郡佐用町横坂669番地
忘れの里 雅叙苑,http://www.gajoen.jp/,0995-77-2114,鹿児島県霧島市牧園町宿窪田4230
春日居温泉 足湯,,,山梨県笛吹市春日居町別田387-1
すわっこランド,http://suwakko-land.com/,0266-54-2626,長野県諏訪市豊田732
上諏訪ステーションホテル,http://www.kamisute.com/,0266-57-0001,長野県諏訪市湖岸通り4-10-15
政之湯（まさのゆ）,http://www.kawasaki1010.com/now/koten/cyubu/masanoyu.htm,044-222-3256,神奈川県川崎市川崎区南町2-3
第二一の湯,,047-431-5441,千葉県船橋市南本町22-10
乙亥の里 カロト温泉,http://www.seiyo1400.jp/c/tourism/2011/09/04/%E4%B9%99%E4%BA%A5%E4%BC%9A%E9%A4%A8%EF%BC%88%E5%A4%9A%E7%9B%AE%E7%9A%84%E3%83%9B%E3%83%BC%E3%83%AB%E3%80%81%E7%9B%B8%E6%92%B2%E8%B3%87%E6%96%99%E9%A4%A8%E3%80%81%E3%82%AB%E3%83%AD%E3%83%88%E6%B8%A9/,0894-72-1006,愛媛県西予市野村町野村12-10
浜児ヶ水区営温泉,http://youkoso-ibusuki.com/top/modules/pico/index.php?content_id=36,0993-35-0255,鹿児島県指宿市山川浜児ケ水178
恵庭温泉 ラ・フォーレ,http://www.eniwa-onsen.com/,0123-32-4171,北海道恵庭市恵南4-1
城南天然温泉,,076-493-6111,富山県富山市太郎丸西町
湯あそびひろば 大福湯,,06-6651-0872,大阪府大阪市西成区天下茶屋1-22-13
神代湯,http://www.jindaiyu.jp/,0424-89-2641 ,東京都調布市菊野台1-13-1
那須野ヶ原温泉ホテルアオキ（なすのがはらおんせん）,http://www.e-aoki.jp/index.html,0287-23-8100,栃木県大田原市中田原1625-1
さかた温泉,http://www6.plala.or.jp/onsen7/,0176-62-6376,青森県上北郡七戸町字東上川原20-20
湯田温泉 足湯めぐり,,,山口県山口市湯田温泉
ホテル風月ハモンド,http://www.fugetsu-hammond.jp/,0977-66-4141,大分県別府市鶴見北中１組
フォレスト・イン昭和館,http://www.showakan.co.jp/,042-542-1234,東京都昭島市拝島町4017-3
大矢部温泉 うな萩（温泉運営停止中）,,046-836-4404,神奈川県横須賀市大矢部2-2-8
然別湖コタン 氷上露天風呂,,,北海道河東郡鹿追町北瓜幕然別湖畔
糠平舘観光ホテル,,01564-4-2210,北海道河東郡上士幌町糠平北区48-1
斜里温泉 湯元館,,01522-3-3486,北海道斜里郡斜里町西町13-11
瀬波研修交流館 白山里,http://www.hakusanri.com/index.html,076-255-5998,石川県白山市瀬波子51-5
関越トロン保養センター（真癒医学養生院）,,027-393-3121,群馬県安中市松井田1341-4
白石湯沢温泉 旅館やくせん,http://www.yakusen.jp/,0224-29-2620,宮城県白石市小原字下戸沢湯沢山13
宝泉寺温泉 季の郷 山の湯,http://www.yamanoyu-k.jp/,0973-78-8111,大分県玖珠郡九重町宝泉寺温泉
たぬきの里,http://www16.plala.or.jp/tanuki-sato/,0155-21-2683,北海道帯広市西5条南15丁目11
芦ノ牧温泉 仙峡閣,http://www.aizu-ashinomaki.jp/yado/senkyoukaku.php,0242-92-2026,福島県会津若松市大戸町芦ノ牧1122
浅虫温泉 松の湯,,017-752-2070,青森県青森市浅虫字内野12
大洗鴎松亭,http://www.iba-kyo.com/hp/oushoutei/,029-266-1122,茨城県東茨城郡大洗町磯浜町祝町8179-5
丸山鉱泉旅館,,0494-23-3439,埼玉県秩父郡横瀬町横瀬1795-1
天満温泉,,0977-23-2109,大分県別府市天満町11-12
温泉ホテル ボストン,http://www.obihiro-yado.com/html/details_hotel_boston.html,0155-23-7015,北海道帯広市西1条南3-15
馬追温泉,,0123-88-3737,北海道夕張郡長沼町フシコ番外地
とどろき旅館,http://www.ab.auone-net.jp/~tdrkonsn/,0229-86-2311,宮城県大崎市鳴子温泉鬼首轟1
大島共同浴場,,,三重県桑名市長島町大島
ビーナスの足湯,,,岐阜県下呂市湯之島856-1
ゆうすげ温泉旅館,http://www.karuizawa.jp/yuusuge/,0267-45-6117,長野県北佐久郡軽井沢町古宿4404
天然温泉 ACB 屯田店,http://www2.ocn.ne.jp/~acb-spa/index.html,011-771-9111,北海道札幌市北区屯田7-7-2-6
長沼温泉ヴィーナスの湯,http://www.tome-city.com/venus/,0220-23-1126,宮城県登米市迫町北方兵粮120-1
夢いろは（旧 ホテルアイオラ）,http://www.aiola.jp/,0557-82-1151,静岡県熱海市咲見町4-6
湯元東館,http://www.vijp.com/azumakan/mizukami/,0197-73-7297,岩手県北上市和賀町岩崎1-103
かみのやま温泉 月岡ホテル,http://tsukioka.co.jp/,023-672-1212,山形県上山市新湯1-33
パノラマランド木島平,,0269-82-3001,長野県下高井郡木島平村上木島3878-2
鋸山金谷温泉 金泉館,http://www.futtsu-kanko.info/places/kinsengo/,0439-69-2629,千葉県富津市金谷2175
高峰高原ホテル,http://www.takamine-kougen.co.jp/,0267-25-3000,長野県小諸市菱平高峰国有林704
コナミスポーツクラブ新百合ヶ丘（旧湯の国ジャポン 新百合ヶ丘店）,http://information.konamisportsclub.jp/004488.html,044-951-4126,神奈川県川崎市麻生区上麻生1-18-1
スパ・ルルド,http://www.onsen2323.com/spa_lourde/,"0120-026-839,099-294-3724",鹿児島県鹿児島市本名町2093-3
妙見温泉 足湯,,,鹿児島県霧島市嘉例川4403
せせらぎの湯 花水木,http://hanamizuki.3739.jp/,099-273-1718,鹿児島県日置市伊集院町大田2768
芦刈温泉,http://asikarionsen.ecgo.jp/index.html,099-229-0800,鹿児島県鹿児島市若葉町45-1
吉松駅前温泉,,0995-75-2026,鹿児島県姶良郡湧水町川西935
ホテルパラダイスヒルズ,http://parahill.jp/,01237-2-1123,北海道夕張郡栗山町湯地91　
ハミルトン宇礼志野（うれしの）,http://www.hamilton-ureshino.jp/,0954-43-0333,佐賀県嬉野市嬉野町岩屋川内288-1
旅館松園,http://www.ureshino-shoen.com/,0954-43-0153,佐賀県嬉野市下宿乙855-2
越後のお宿 いなもと（旧　イナモト旅館）,http://www.oyadoinamoto.jp/,025-784-2251,新潟県南魚沼郡湯沢町湯沢2497
白玉の湯 泉慶（しらたまのゆ せんけい）,http://www.senkei.com/,0254-32-1111,新潟県新発田市月岡温泉453
湯元ヒルサイドイン,http://www.hillsideinn.jp/,0288-62-2434,栃木県日光市湯元2536
ほほえみの宿 滝の湯（旧 滝の湯ホテル）,http://www.takinoyu.com/,0120-18-2211,山形県天童市鎌田本町1-1-30
ホテル松金屋 アネックス,http://www.matukaneya.com/,023-694-9706,山形県山形市蔵王温泉1267-16
旅館三之亟湯,http://www.sannojyoyu.jp/,0229-87-2120,宮城県大崎市鳴子温泉星沼77-53
いぶすき元湯温泉(旧 指宿市営温泉元湯),https://www.pref.kagoshima.jp/ac06/pr/kinkowan/spot/sp_saraku_1.html,0993-24-2701,鹿児島県指宿市湯の浜5-19-25
堺屋旅館,,023-694-9322,山形県山形市蔵王温泉上の台64
湯の屋台村,,096-242-6833,熊本県合志市野々島520-1
庄屋の湯（しょうやのゆ）,,0968-72-3784,熊本県玉名市河崎408-2
くまもと城南温泉スポーツ文化センター,http://www.jonan.cc/j_onsen/index.html,0964-28-8611,熊本県下益城郡城南町藤山1715
やすらぎの里 豊の国健康ランド,http://www.toyonokuni-k.com/,097-546-1126,大分県大分市南春日町12-5
極楽温泉,http://gokusen11.web.fc2.com/index.html,097-583-5511,大分県由布市挾間町来鉢カゲノキ1154
龍門滝乃湯,http://ryumontakinoyu.travel-way.net/,0973-76-2565,大分県玖珠郡九重町松木竜門1765
バラの湯,http://www.baranoyu.com/,0973-57-8016,大分県日田市天瀬町赤岩27-1
瀬音・湯音の宿浮羽,,0973-57-3171,大分県日田市天瀬町赤岩3-5
野田温泉,,0973-72-2215,大分県玖珠郡玖珠町山田2641-3
玉泉館,http://www5.ocn.ne.jp/~gyokusen/,0984-37-1550,宮崎県えびの市向江647-1
十兵衛の湯,http://www.jyubei.co.jp/yu.html,0984-37-2799,宮崎県えびの市向江212-1
さくらじま白浜温泉センター,http://www.city.kagoshima.lg.jp/kenkofukushi/chouju/kenkosoumu/shisetsu/kenko/002.html,099-293-4126,鹿児島県鹿児島市桜島白浜町1269
守護陣温泉,http://www.at-ml.jp/index.php?in=57832&pan=top,0967-46-5430,熊本県阿蘇郡小国町西里守護陣3160-1
ゆやど　雲仙新湯(旧 新湯ホテル),http://www.sinyuhotel.co.jp/spa/,0957-73-3301,長崎県雲仙市小浜町雲仙320
平戸海上ホテル観月館,http://www.hiradokaijyohotel.co.jp/,0950-22-3800,長崎県平戸市大久保町2231-3
くつろぎの宿 旅館山田屋,http://www.o-yamadaya.jp/,0957-75-0505,長崎県雲仙市小浜町北本町905-7
さかもと温泉センタークレオン,http://www.sakamoto-catv.jp/sakamoto-kureon/sakamoto_kureon.htm,0965-45-8814,熊本県八代市坂本町川嶽1091
天然グリーンランド温泉　弥生乃湯,http://www.heiseikai.jp/health/yayoi_yu/,0968-66-2000,熊本県荒尾市本井手長谷1518-3
阿蘇下田城ふれあい温泉駅,http://www.vill.minamiaso.lg.jp/map/asoshimodajyoufureaionsen-st.html,0967-67-1919,熊本県阿蘇郡南阿蘇村河陽392-7
たけの湯温泉館 ゆけむり茶屋（旧桜尾山荘）,,0967-46-5750,熊本県阿蘇郡小国町西里2816
さんふれあ,http://www.sanfurea.co.jp/,096-232-8690,熊本県菊池郡菊陽町原水5359
欧風料理宿 ログ山荘・火の鳥,http://www.h2.dion.ne.jp/~hinotori/,0967-67-2211,熊本県阿蘇郡南阿蘇村長野1873-1
旅館やまの湯,http://www.yamanoyu.net/,0967-44-0017,熊本県阿蘇郡南小国町満願寺6601-4
南阿蘇村 憩いの家,https://www.vill.minamiaso.lg.jp/site/ikoinoie/,0967-68-0015,熊本県阿蘇郡南阿蘇村立野907
亀山の湯,http://kamespa.com/,0967-46-5918,熊本県阿蘇郡小国町西里麻生釣2053-53
泉力の湯,,096-279-3752,熊本県阿蘇郡西原村小森2057-12
旅館善屋,http://www.hirayamaonsen-zenya.com/index.php,0968-44-1147,熊本県山鹿市平山432
TR列車の宿 日之影温泉駅(旧 日之影温泉駅),http://www.hinokage.jp/web/tr/,0982-87-2690,宮崎県西臼杵郡日之影町七折3235-5
国民宿舎 直入荘,http://www.naoiriso.jp/,0974-75-2288,大分県竹田市直入町長湯3045
かもだ岬温泉保養センター(旧 船瀬温泉保養施設),http://wwwd.pikara.ne.jp/kamodamisaki/,0884-21-3030,徳島県阿南市椿町船瀬60-2
瀬戸大橋四国健康村,http://www.kenkou-mura.com/,0877-49-2600,香川県綾歌郡宇多津町浜一番丁6-10
高松市奥の湯温泉(旧 高松市老人福祉センター),http://okunoyu-onsen.com/,087-893-0629,香川県高松市塩江町上西甲783-1
やしま第一健康ランド,http://www.8411126.jp/,087-841-1126,香川県高松市屋島西町2274-5
マイントピア別子 別子温泉～天空の湯～,http://besshi.com/onsen2/,0897-43-1801,愛媛県新居浜市立川町707-3
